school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
Jacksonville State University,Jacksonville,AL,36265,33.822938,-85.765321,15173146,14258774,-914372
Jefferson State Community College,Birmingham,AL,35215-3098,33.652535,-86.707233,1384755,1360645,-24110
John C Calhoun State Community College,Tanner,AL,35671,34.645844,-86.949674,9059221,7340517,-1718704
Lawson State Community College,Birmingham,AL,35221-1717,33.450814,-86.888844,586400,599017,12617
University of West Alabama,Livingston,AL,35470,32.588132,-88.186329,428978,428997,19
Marion Military Institute,Marion,AL,36756-3207,32.623734,-87.322041,6303812,6613163,309351
Miles College,Fairfield,AL,35064-2621,33.482442,-86.908751,29292887,25642204,-3650683
University of Mobile,Mobile,AL,36613-2842,30.793247,-88.128934,20155794,22082866,1927072
University of Montevallo,Montevallo,AL,35115-6000,33.10625,-86.865099,31054586,35286697,4232111
Northwest-Shoals Community College,Muscle Shoals,AL,35661,34.739788,-87.678089,1894123,1967313,73190
University of North Alabama,Florence,AL,35632-0001,34.80731,-87.680407,50431808,46153732,-4278076
Oakwood University,Huntsville,AL,35896,34.756344,-86.652705,26286780,19810091,-6476689
Bishop State Community College,Mobile,AL,36603-5898,30.693972,-88.056982,151880,151105,-775
Samford University,Birmingham,AL,35229-2240,33.464128,-86.791799,368437572,426345689,57908117
Selma University,Selma,AL,36701,32.420387,-87.032392,142412,142412,0
Snead State Community College,Boaz,AL,35957-0734,34.201495,-86.169897,2659199,2516549,-142650
University of South Alabama,Mobile,AL,36688-0002,30.696033,-88.178711,548311000,466054000,-82257000
Spring Hill College,Mobile,AL,36608-1791,30.694751,-88.138199,22433426,16618358,-5815068
Stillman College,Tuscaloosa,AL,35401,33.200006,-87.585278,22181481,19839522,-2341959
Talladega College,Talladega,AL,35160,33.433472,-86.112704,2986504,2986503,-1
Troy University,Troy,AL,36082-0001,31.799583,-85.95802,192154272,163701443,-28452829
Tuskegee University,Tuskegee,AL,36088-1920,32.4309,-85.708492,154987957,142900904,-12087053
United States Sports Academy,Daphne,AL,36526-7055,30.639329,-87.91163,1000000,1000000,0
Bevill State Community College,Jasper,AL,35501,33.836929,-87.266406,327960,325011,-2949
University of Alaska Anchorage,Anchorage,AK,99508,61.190163,-149.82619,94750814,88768224,-5982590
Alaska Bible College,Palmer,AK,99645,61.598553,-149.111972,111585,1777619,1666034
University of Alaska Fairbanks,Fairbanks,AK,99775,64.85756,-147.823146,149101934,142226396,-6875538
University of Alaska Southeast,Juneau,AK,99801-8697,58.384846,-134.638255,9107284,9130228,22944
Alaska Pacific University,Anchorage,AK,99508,61.190968,-149.804168,95533737,89661298,-5872439
Arizona State University Campus Immersion,Tempe,AZ,85287,33.417721,-111.934383,1035665824,1142817960,107152136
Arizona Western College,Yuma,AZ,85365-8834,32.689306,-114.495968,4689298,4127898,-561400
University of Arizona,Tucson,AZ,85721-0066,32.232672,-110.950815,1265827492,1203998436,-61829056
Central Arizona College,Coolidge,AZ,85128-9030,32.957092,-111.652501,6553392,6211444,-341948
Cochise County Community College District,Sierra Vista,AZ,85635-2317,31.564597,-110.246946,17529177,20901478,3372301
Eastern Arizona College,Thatcher,AZ,85552-0769,32.843664,-109.76234,10479376,8773460,-1705916
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,34.616766,-112.449741,73862000,69342000,-4520000
The School of Architecture,Paradise Valley,AZ,85253,33.566649,-111.941953,290521,236751,-53770
Mohave Community College,Kingman,AZ,86409-1238,35.270996,-114.029838,4416894,5247432,830538
Dine College,Tsaile,AZ,86556,36.293328,-109.21684,9865035,7228310,-2636725
Northern Arizona University,Flagstaff,AZ,86011-4092,35.188449,-111.653724,272227419,231491268,-40736151
Northland Pioneer College,Holbrook,AZ,86025-0610,34.93031,-110.142199,12414,12414,0
Pima Community College,Tucson,AZ,85709-1275,32.222125,-110.886659,7997718,6820779,-1176939
Prescott College,Prescott,AZ,86301,34.5452,-112.477185,2417535,2158441,-259094
Arizona Christian University,Glendale,AZ,85306-3216,33.622952,-112.181776,576455,419892,-156563
Yavapai College,Prescott,AZ,86301,34.547495,-112.453395,19046422,16353389,-2693033
University of Arkansas at Little Rock,Little Rock,AR,72204,34.723254,-92.339778,173419237,159965311,-13453926
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,34.750152,-92.322348,458810000,348414506,-110395494
Lyon College,Batesville,AR,72501,35.777619,-91.625354,108524843,94590500,-13934343
University of Arkansas,Fayetteville,AR,72701,36.070009,-94.176981,1682003955,1465736201,-216267754
University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,34.244031,-92.018683,8144917,7385811,-759106
Arkansas State University-Beebe,Beebe,AR,72012-1000,35.074176,-91.895351,912212,773899,-138313
Arkansas State University,Jonesboro,AR,72401,35.842388,-90.679988,103761286,88808323,-14952963
Arkansas Tech University,Russellville,AR,72801-2222,35.293237,-93.13562,63150376,62417057,-733319
University of Arkansas at Monticello,Monticello,AR,71656,33.590909,-91.811153,5005755,4562615,-443140
Baptist Health College Little Rock,Little Rock,AR,72210-2827,34.713115,-92.40692,8671842,8880040,208198
Black River Technical College,Pocahontas,AR,72455,36.239793,-90.951033,143095,143095,0
University of Central Arkansas,Conway,AR,72035-0001,35.077945,-92.457672,56022534,52440586,-3581948
Central Baptist College,Conway,AR,72034,35.083838,-92.445021,4425483,3818793,-606690
Cossatot Community College of the University of Arkansas,De Queen,AR,71832,34.043389,-94.3673,83461,100127,16666
Crowley's Ridge College,Paragould,AR,72450,36.064845,-90.584395,1536149,1601349,65200
East Arkansas Community College,Forrest City,AR,72335-2204,35.041655,-90.767726,328631,328315,-316
National Park College,Hot Springs,AR,71913,34.512687,-93.119248,1531826,1640823,108997
Harding University,Searcy,AR,72149-5615,35.247386,-91.726143,215620486,219637477,4016991
Henderson State University,Arkadelphia,AR,71999-0001,34.128155,-93.059703,26733633,24967380,-1766253
Hendrix College,Conway,AR,72032-3080,35.101565,-92.443256,239600607,219548953,-20051654
John Brown University,Siloam Springs,AR,72761,36.189812,-94.560283,168713795,154690175,-14023620
Arkansas State University Mid-South,West Memphis,AR,72301-3829,35.145736,-90.22285,3280032,2938445,-341587
Arkansas Northeastern College,Blytheville,AR,72316-1109,35.898597,-89.921005,3734007,3743684,9677
North Arkansas College,Harrison,AR,72601-5508,36.219909,-93.08844,6083311,5988544,-94767
Ouachita Baptist University,Arkadelphia,AR,71998-0001,34.126093,-93.052471,145465427,137304252,-8161175
Ozarka College,Melbourne,AR,72556-0010,36.053031,-91.896355,2680306,2439130,-241176
University of the Ozarks,Clarksville,AR,72830,35.476278,-93.467221,135708990,126791516,-8917474
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,35.172136,-92.728507,369495,356307,-13188
Philander Smith College,Little Rock,AR,72202-3799,34.737131,-92.283015,14618867,14988232,369365
Southeast Arkansas College,Pine Bluff,AR,71603,34.210309,-92.025936,592298,593206,908
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,34.782783,-92.299184,4931591,6143025,1211434
University of Arkansas Hope-Texarkana,Hope,AR,71801,33.641665,-93.596762,2967742,3072447,104705
University of Arkansas Community College Rich Mountain,Mena,AR,71953,34.591449,-94.219799,4537479,4093445,-444034
Williams Baptist University,Walnut Ridge,AR,72476,36.125676,-90.940277,14246058,12875667,-1370391
South Arkansas Community College,El Dorado,AR,71731-7010,33.209446,-92.666087,5249578,3982965,-1266613
Southern Arkansas University Main Campus,Magnolia,AR,71753,33.291618,-93.235922,56871295,62613250,5741955
Southern Arkansas University Tech,Camden,AR,71701-1906,33.628367,-92.721629,1239583,1151663,-87920
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,35.384184,-94.373729,119812719,104427695,-15385024
Allan Hancock College,Santa Maria,CA,93454-6399,34.943716,-120.421144,33966809,16058788,-17908021
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,34.095378,-118.343701,1141829,1141829,0
Berkeley School of Theology,Berkeley,CA,94704-3029,37.865252,-122.256149,8640521,8750042,109521
American Film Institute Conservatory,Los Angeles,CA,90027-1625,34.10767,-118.310018,24822143,22090718,-2731425
Antelope Valley Community College District,Lancaster,CA,93536-5426,34.676207,-118.186166,7663046,6686245,-976801
Art Center College of Design,Pasadena,CA,91103,34.169031,-118.185102,133281000,127039000,-6242000
Azusa Pacific University,Azusa,CA,91702-7000,34.130047,-117.888375,100257631,89461386,-10796245
Bakersfield College,Bakersfield,CA,93305-1299,35.40911,-118.973753,15439229,13049194,-2390035
Barstow Community College,Barstow,CA,92311,34.870285,-117.023412,920088,919514,-574
Biola University,La Mirada,CA,90639-0001,33.906203,-118.014374,183701962,152137916,-31564046
Butte College,Oroville,CA,95965-8399,39.649782,-121.644831,6244063,5219454,-1024609
California Institute of Integral Studies,San Francisco,CA,94103,37.774924,-122.416102,1968374,1532318,-436056
Cabrillo College,Aptos,CA,95003,36.989448,-121.924797,30268173,32717466,2449293
California Baptist University,Riverside,CA,92504-3297,33.929321,-117.425619,103827086,119106756,15279670
California College of the Arts,San Francisco,CA,94107-2247,37.767485,-122.399451,48581000,43266000,-5315000
University of California-Hastings College of Law,San Francisco,CA,94102-4978,37.781137,-122.4157,53626697,57028028,3401331
California Institute of Technology,Pasadena,CA,91125,34.137349,-118.125878,4022359000,3390504000,-631855000
California Lutheran University,Thousand Oaks,CA,91360-2787,34.224566,-118.878924,145735309,143062043,-2673266
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,35.299513,-120.657311,287263401,243030195,-44233206
California State University-Bakersfield,Bakersfield,CA,93311-1099,35.350005,-119.104711,36234619,35096739,-1137880
California State University-Stanislaus,Turlock,CA,95382-0299,37.52577,-120.852511,19952255,17521345,-2430910
California State University-San Bernardino,San Bernardino,CA,92407-2393,34.182622,-117.323801,55847119,46938805,-8908314
California State Polytechnic University-Pomona,Pomona,CA,91768,34.057912,-117.821476,165967403,148753352,-17214051
California State University-Chico,Chico,CA,95929-0150,39.729712,-121.844859,90007504,81761062,-8246442
California State University-Dominguez Hills,Carson,CA,90747-0005,33.864766,-118.255917,18223221,19809724,1586503
California State University-Fresno,Fresno,CA,93740,36.811154,-119.744569,208774969,199855793,-8919176
California State University-Fullerton,Fullerton,CA,92831-3599,33.881506,-117.885446,106015057,125170390,19155333
California State University-East Bay,Hayward,CA,94542,37.657694,-122.054135,20765213,22543520,1778307
California State University-Long Beach,Long Beach,CA,90840-0115,33.782818,-118.11204,109666865,108177617,-1489248
California State University-Los Angeles,Los Angeles,CA,90032-8506,34.066927,-118.168965,63636268,55013887,-8622381
California State University-Northridge,Northridge,CA,91330,34.240126,-118.529319,174274264,198276391,24002127
California State University-Sacramento,Sacramento,CA,95819-2694,38.559415,-121.423549,73709374,66309218,-7400156
University of California-Berkeley,Berkeley,CA,94720,37.871918,-122.260463,2985932000,2727165000,-258767000
University of California-Davis,Davis,CA,95616-8678,38.539667,-121.749567,643190000,634651000,-8539000
University of California-Irvine,Irvine,CA,92697,33.648434,-117.841248,762109000,723966000,-38143000
University of California-Los Angeles,Los Angeles,CA,90095-1405,34.07178,-118.442179,3161977000,2903804000,-258173000
University of California-Riverside,Riverside,CA,92521,33.97246,-117.32741,259599000,236970000,-22629000
University of California-San Diego,La Jolla,CA,92093,32.877749,-117.235866,1258061000,1196455000,-61606000
University of California-San Francisco,San Francisco,CA,94143-0244,37.763737,-122.458489,2435366000,2291207000,-144159000
University of California-Santa Barbara,Santa Barbara,CA,93106,34.416297,-119.846426,377817000,352376000,-25441000
University of California-Santa Cruz,Santa Cruz,CA,95064-1011,36.995584,-122.058801,155697000,145468000,-10229000
California Christian College,Fresno,CA,93727,36.749366,-119.711123,118963,110430,-8533
California Institute of the Arts,Valencia,CA,91355-2397,34.39327,-118.566837,234418752,215891775,-18526977
California State University Maritime Academy,Vallejo,CA,94590-8181,38.069061,-122.231551,13514934,12264913,-1250021
California Western School of Law,San Diego,CA,92101-3046,32.722192,-117.162416,31145338,27835339,-3309999
College of the Canyons,Santa Clarita,CA,91355-1899,34.403993,-118.568698,2941496,2499899,-441597
Chaffey College,Rancho Cucamonga,CA,91737-3002,34.147663,-117.573932,1963097,2512047,548950
Chapman University,Orange,CA,92866,33.79302,-117.852518,564411000,608097000,43686000
Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,33.925658,-118.242791,117359500,103121400,-14238100
Concordia University-Irvine,Irvine,CA,92612-3203,33.653665,-117.812305,44436329,47999681,3563352
San Diego Christian College,Spring Valley,CA,91977,32.750035,-116.993906,667950,685207,17257
Church Divinity School of the Pacific,Berkeley,CA,94709-1211,37.876184,-122.261122,26076103,30151273,4075170
Citrus College,Glendora,CA,91741-1899,34.13537,-117.886469,8563881,7856765,-707116
Claremont Graduate University,Claremont,CA,91711-6160,34.103585,-117.713703,216256639,196273203,-19983436
Claremont McKenna College,Claremont,CA,91711-6400,34.102154,-117.711188,1313226000,1224986000,-88240000
Coastline Community College,Fountain Valley,CA,92708-2597,33.715634,-117.929143,3077683,3077684,1
Western University of Health Sciences,Pomona,CA,91766-1854,34.058092,-117.747732,64037245,59131707,-4905538
Columbia College,Sonora,CA,95370,38.030367,-120.388385,2076432,2140132,63700
Contra Costa College,San Pablo,CA,94806,37.969381,-122.337377,9954116,8661399,-1292717
Cuesta College,San Luis Obispo,CA,93403-8106,35.331276,-120.742235,38518773,32745827,-5772946
Cuyamaca College,El Cajon,CA,92019,32.744954,-116.943507,1130379,1194034,63655
De Anza College,Cupertino,CA,95014,37.319914,-122.045783,17501514,14592334,-2909180
College of the Desert,Palm Desert,CA,92260,33.732108,-116.388271,28023860,42244250,14220390
Diablo Valley College,Pleasant Hill,CA,94523,37.968516,-122.073142,8605458,7760595,-844863
Dominican University of California,San Rafael,CA,94901-2298,37.981279,-122.512051,34890809,30059220,-4831589
Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,37.881099,-122.264612,8930820,7562180,-1368640
Feather River Community College District,Quincy,CA,95971-9124,39.953101,-120.973067,47926,48286,360
Fielding Graduate University,Santa Barbara,CA,93105-3538,34.42941,-119.717161,8975862,8466174,-509688
Foothill College,Los Altos Hills,CA,94022,37.361655,-122.127964,12212431,10523559,-1688872
Franciscan School of Theology,San Diego,CA,92110,32.770816,-117.192073,5226942,5281942,55000
Fresno City College,Fresno,CA,93741,36.768164,-119.796096,8453973,7503993,-949980
Fresno Pacific University,Fresno,CA,93702-4709,36.726831,-119.735199,21733785,18810594,-2923191
Fuller Theological Seminary,Pasadena,CA,91182,34.14778,-118.140261,183425000,148818000,-34607000
Glendale Community College,Glendale,CA,91208-2894,34.16745,-118.227666,9253218,7951073,-1302145
Golden Gate University,San Francisco,CA,94105-2968,37.789374,-122.398969,50637080,43299581,-7337499
Golden West College,Huntington Beach,CA,92647-2710,33.732531,-118.002568,11311597,11371011,59414
Graduate Theological Union,Berkeley,CA,94709,37.87554,-122.261847,58627536,52589124,-6038412
Grossmont College,El Cajon,CA,92020-1799,32.815246,-117.006277,1942148,1974665,32517
Hartnell College,Salinas,CA,93901,36.675091,-121.666054,13743875,10775522,-2968353
Harvey Mudd College,Claremont,CA,91711,34.106515,-117.709837,443743590,401525407,-42218183
Holy Names University,Oakland,CA,94619-1699,37.802276,-122.187804,65883224,57903967,-7979257
California State Polytechnic University-Humboldt,Arcata,CA,95521-8299,40.877481,-124.078293,36335250,29965657,-6369593
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207,38.011489,-121.316918,522063,202645,-319418
Imperial Valley College,Imperial,CA,92251-0158,32.827209,-115.503563,2350098,2439942,89844
Irvine Valley College,Irvine,CA,92618-0301,33.675381,-117.777539,2565030,2385486,-179544
American Jewish University,Los Angeles,CA,90077-1519,34.128153,-118.471706,26306540,23186841,-3119699
Reedley College,Reedley,CA,93654,36.605428,-119.458555,1976947,1724438,-252509
Life Pacific University,San Dimas,CA,91773-3298,34.098705,-117.829388,4787112,4376960,-410152
University of La Verne,La Verne,CA,91750-4401,34.100855,-117.773262,146560560,122161420,-24399140
Laguna College of Art and Design,Laguna Beach,CA,92651,33.561448,-117.772564,3863034,3498204,-364830
Lake Tahoe Community College,South Lake Tahoe,CA,96150,38.926797,-119.972574,3301618,3549395,247777
Lassen Community College,Susanville,CA,96130,40.432053,-120.633271,70657,248094,177437
Latin American Bible Institute,La Puente,CA,91746-3099,34.030992,-117.989601,48363,48533,170
Lincoln University,Oakland,CA,94612-2801,37.804788,-122.269745,16726,1,-16725
Southern California Seminary,El Cajon,CA,92019-1108,32.799614,-116.905461,115851,115850,-1
