,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
2486,Chesterfield,MO,US,24657,11622421,Electric heaters with low drift resistance feedback
2487,Austin,TX,US,2341,11622424,Detector for heating appliance
2488,Plantation Gardens,FL,US,21313,11622426,See-through computer display systems
2489,Coopersburg,PA,US,343,11622427,Multi-channel lighting fixture having multiple light-emitting diode drivers
2490,San Jose,CA,US,977,11622431,Method and apparatus to control bi-color LEDs on enterprise and datacenter solid state drive (E3) form factor
2491,Brookfield,WI,US,567,11622437,Spotlight
2492,Las Vegas,NV,US,79706,11622439,Apparatus and methods for treatment using non-thermal plasma
2493,Hanover,NH,US,4980,11622440,Cooling plasma cutting system consumables and related systems and methods
2494,Santa Clara,CA,US,126,11622448,Sandwich-molded cores for high-inductance architectures
2495,Irvine,CA,US,1178,11622453,Method of making a closed cavity printed circuit board with patterned laminate structure
2496,Milwaukee,WI,US,835,11622456,Methods and systems for a cable management system
2497,Simi Valley,CA,US,6102,11622458,Brush port assembly and method for installing same
2498,Talcville,VT,US,187919,11622460,Hermetic fastener-less enclosures and methods of sealing the same
2499,Buffalo Grove,IL,US,143415,11622462,Stackable housing block
2500,Charlotte,NC,US,180,11622465,Field termination assembly (FTA) with dampened mount
2501,Santa Clara,CA,US,126,11622466,Low force liquid metal interconnect solutions
2502,Armonk,NY,US,86,11622467,Network switch mounting system
2503,Fort Washington,PA,US,96762,11622468,Modular data center
2504,Tinley Park,IL,US,465,11622469,Data center cabinet and reusable transport casters for a data center cabinet
2505,Plantation Gardens,FL,US,4622,11622470,Thermal management system for portable electronic devices
2506,Lisle,IL,US,2302,11622473,Electrical connection apparatus
2507,Mountain View,CA,US,123,11622474,Cooling electronic devices in a data center
2508,Boston,MA,US,271737,11622477,Passive heat dissipation AC power supply for IT equipment
2509,Dearborn,MI,US,217,11622479,Liquid cooled terminal block assemblies
2510,Las Vegas,NV,US,56271,11622484,Data center exterior wall penetrating air handling technology
2511,Santa Clara,CA,US,689,11622489,3-D NAND control gate enhancement
2512,Red Oak,IA,US,136777,11622492,Variable tooth coulter blade with sized inserts
2513,Salina,KS,US,14054,11622493,Agricultural implement with vision sensors
2514,Salina,KS,US,14054,11622494,Tillage implement with vision sensors
2515,Orrville,OH,US,62135,11622501,Height adjustment assembly for a mower deck
2516,New Holland,PA,US,278,11622505,Agricultural header with constant reel to cutter relationship
2517,Scottsdale,AZ,US,134026,11622510,Automated vertical plant cultivation system
2518,Chesterfield,MO,US,1155,11622517,Wheat cultivar 01095519
2519,West Point,IA,US,3157,11622526,Soybean cultivar 00410710
2520,West Point,IA,US,3157,11622527,Soybean cultivar 03080207
2521,West Point,IA,US,4285,11622528,Soybean cultivar 01230324
2522,Pittsburgh,PA,US,6406,11622529,Hybrid tomato variety ‘H2128’
2523,Mooresville,NC,US,205668,11622532,Retainer apparatus
2524,Glenwood,MN,US,259481,11622533,Livestock device
2525,Romeoville,IL,US,4170,11622534,Modular rotary swivel for rotary milking parlor
2526,Tucson,AZ,US,2886,11622535,Pellet dispenser for laboratory animal cages
2527,Laguna Niguel,CA,US,381948,11622537,Protection apparatus and method
2528,San Francisco,CA,US,194672,11622540,Automated behavioral and physiological testing of untethered testing animals
2529,Aliso Viejo,CA,US,42728,11622541,Systems and methods for detecting unattended lifeforms in enclosed spaces
2530,Tarrytown,NY,US,6653,11622547,Genetically modified mouse that expresses human albumin
2531,Spirit Lake,IA,US,19980,11622549,Magnetic casting brake
2532,Midvale,UT,US,345140,11622552,Flying insect deterrence system and device
2533,Knoxville,TN,US,48449,11622553,Rotating head owl with two-piece head
2534,Fullerton,CA,US,295499,11622556,Re-oiled and hyper-oiled lecithin carrier vehicles
2535,Hayward,CA,US,110562,11622557,Dispensing of metal ions into batch laundry washers and dryers
2536,Wauwatosa,WI,US,224285,11622561,Fruit and vegetable-based fermentate compositions and methods of making and using the same
2537,Stamford,CT,US,5584,11622567,Ice cream roll maker
2538,Princeton,NJ,US,21383,11622569,Bacillus microbial terroir for pathogen control in swine
2539,Bergenfield,NJ,US,197785,11622570,Flavoring composition concentrates
2540,Saddle Brook,NJ,US,13262,11622571,Methods of production of arginine-silicate complexes
2541,Winston-Salem,NC,US,3587,11622575,Container for smokeless tobacco products comprising a pulp material and related packaged product assembly and method
2542,Richmond,VA,US,4688,11622578,Aerosol-generating device with sealed compartment
2543,Torrance,CA,US,222952,11622581,Cartridge cover for personal vaporizer
2544,Manhattan Beach,CA,US,546857,11622585,Fastener-free swaddle wrap and garments
2545,Simpson,PA,US,641,11622590,Helmet accessory mount system
2546,Las Vegas,NV,US,66184,11622592,Adhesive mountable stack of removable layers
2547,Lindon,UT,US,30260,11622594,Footwear having micro adjustability
2548,Fairhaven,MA,US,935,11622595,Golf shoe having outsole with all-surface traction zones
2549,Worcester,MA,US,5323,11622596,Footwear force mitigation assembly
2550,Red Wing,MN,US,120519,11622597,Footwear having internal metatarsal guard
2551,Norwood,NJ,US,5696,11622598,Easy-entry shoe with a spring-flexible rear
2552,Greenland,NH,US,24251,11622599,Article of footwear comprising dandelion foam latex materials
2553,Beaverton,OR,US,1143,11622600,Article of footwear
2554,Beaverton,OR,US,1143,11622603,Footwear with fluid-filled bladder
2555,Torrance,CA,US,5603,11622614,Vanity mirror
2556,New York,NY,US,379,11622618,Oral care implement
2557,Exton,PA,US,37027,11622626,Lift for television or other visual display screen
2558,Phoenix,AZ,US,188479,11622627,Method and apparatus for flange clip for support channel
2559,Monroe,MI,US,18023,11622629,Wall-proximity furniture member having sync mechanism
2560,New York,NY,US,44756,11622632,Feature high chair
2561,Doraville,GA,US,17279,11622635,Mattress assembly
2562,New York,NY,US,71934,11622636,Mattress
2563,Arcadia,WI,US,31986,11622637,Upholstered furniture with integrated back rest portion webbing support
2564,Ames,IA,US,140111,11622638,Substrate with integrated multi-layer pouch/pocket
2565,Winfield,IL,US,43251,11622642,System for holding tableware on a table
2566,San Francisco,CA,US,17378,11622644,Sous vide cooker
2567,Bedford,MA,US,19045,11622645,Cartridge holder for beverage machine
2568,Hales Corners,WI,US,390272,11622649,Devices for prolonging the quality of warm foods
2569,Atlanta,GA,US,33367,11622653,Barbecue grill with optimized interface to attachments
2570,Orlando,FL,US,159340,11622654,Rotating shower chair
2571,Grand Rapids,MI,US,152,11622662,Carpet extractor
2572,Cincinnati,OH,US,78,11622663,Cleaning sheets having coating thereon
2573,Cincinnati,OH,US,78,11622664,Fibrous structures having a contact surface
2574,Benton Harbor,MI,US,1070,11622665,Household appliance closure element with touch interface
2575,Benton Harbor,MI,US,1070,11622667,Dishwasher filter assembly
2576,Melvindale,MI,US,34014,11622668,Kit with electrically energized rotary brush for cleaning shoe soles
2577,Sunnyvale,CA,US,3106,11622669,Systems and methods of registration for image guided surgery
2578,Maple Grove,MN,US,4582,11622670,Attachment clamp
2579,Sunnyvale,CA,US,3106,11622672,Method for positioning an endoscope with flexible shaft
2580,Maple Grove,MN,US,4582,11622675,Medical device having asymmetric bending
2581,Raynham,MA,US,1216,11622677,"Systems, methods, and devices for providing illumination in an endoscopic imaging environment"
2582,Tacoma,WA,US,415137,11622679,Mouthpiece
2583,Morrisville,NC,US,47378,11622681,Procedural optical coherence tomography (OCT) for surgery and related methods
2584,Columbus,OH,US,1900,11622682,Methods and apparatus for making a determination about an eye using color temperature adjusted ambient lighting
2585,Lisle,IL,US,21094,11622684,Physiological monitoring system
2586,Wilmington,DE,US,90077,11622685,Remote equipment monitoring system
2587,San Francisco,CA,US,77659,11622686,Optical imaging with unshifted reference beam
2588,Sunnyvale,CA,US,3106,11622689,Mapping and real-time imaging a plurality of ablation lesions with registered ablation parameters received from treatment device
2589,Philadelphia,PA,US,161087,11622691,Optical probe for oximetry measurements
2590,Gainesville,FL,US,1390,11622693,Method and apparatus for non-contact fast vital sign acquisition based on radar signal
2591,Campbell,CA,US,2066,11622695,Intracardiac sensors with switchable configurations and associated systems and methods
2592,Mountain View,CA,US,237,11622696,Method for improving heart rate estimates by combining multiple measurement modalities
2593,Pittsburgh,PA,US,1726,11622700,Wearable respiratory energy harvester
2594,Columbus,OH,US,39614,11622701,Neural network based radiowave monitoring of anatomical dynamics in patient degenerative conditions
2595,Cambridge,MA,US,2631,11622702,Automatically classifying animal behavior
2596,New York,NY,US,99840,11622703,Respiration monitor
2597,Menlo Park,CA,US,5971,11622708,Low-noise multi-channel voltage recording device
2598,Santa Clara,CA,US,24926,11622709,Headset and electrodes for sensing bioelectrical potential and methods of operation thereof
2599,Seattle,WA,US,3600,11622710,Efficient fetal-maternal ECG signal separation from two maternal abdominal leads via diffusion-based channel selection
2600,Toronto,ON,CA,15719,11622710,Efficient fetal-maternal ECG signal separation from two maternal abdominal leads via diffusion-based channel selection
2601,Louisville,KY,US,4670,11622711,Determination of stimulation parameters for muscle activation
2602,Newark,CA,US,14183,11622715,System for detecting and avoiding blood vessels
2603,Rochester,NY,US,188131,11622716,Wearable physiological monitoring systems and methods
2604,Huntsville,AL,US,89382,11622717,Systems and methods for monitoring physiological parameters with capacitive sensing
2605,Houston,TX,US,400767,11622718,Self contained monitor and system for use
2606,Fort Lauderdale,FL,US,97393,11622721,Athletic-wear having integral measuring sensors
2607,New York,NY,US,215954,11622722,System and method for monitoring conditions of a subject based on wireless sensor data
2608,Fremont,CA,US,122420,11622723,Systems and methods for physiological signal collection
2609,Chelmsford,MA,US,18561,11622726,Use of muscle oxygen saturation and pH in clinical decision support
2610,Philadelphia,PA,US,93198,11622728,Algorithm for breathing efficiency
2611,Kansas City,KS,US,7300,11622729,Biomechanics abnormality identification
2612,Rochester,NY,US,55196,11622730,"Pulse wave velocity, arterial compliance, and blood pressure"
2613,Carlsbad,CA,US,99629,11622732,Identifying an attribute of an electromagnetic source configuration by matching simulated and patient data
2614,Irvine,CA,US,163,11622733,Monitor configuration system
2615,Milwaukee,WI,US,835,11622734,Methods and systems for monitoring compliance
2616,Newark,CA,US,310055,11622735,Plural-plane narrow-beam computed tomography
2617,Marlborough,MA,US,8450,11622736,Horizontally-displaceable foam breast compression paddle
2618,Malvern,PA,US,1863,11622737,Radiolabeled cell tracking and imaging
2619,Schenectady,NY,US,94,11622739,Intra-surgery imaging system
2620,Wauwatosa,WI,US,835,11622741,System and method for imaging a subject
2621,Malvern,PA,US,1863,11622742,Motion signal derived from imaging data
2622,Cambridge,MA,US,308,11622744,System and method for automated ovarian follicular monitoring
2623,Boston,MA,US,857,11622744,System and method for automated ovarian follicular monitoring
2624,San Diego,CA,US,15171,11622746,Intraluminal imaging device with wire interconnection for imaging assembly
2625,Seattle,WA,US,164215,11622750,Methods for delivery of bodily fluids onto a fibrous substrate
2626,Skillman,NJ,US,5344,11622751,Devices and methods for collecting saliva samples from the oral cavity
2627,Brisbane,CA,US,338969,11622752,Kits for stabilization of cfDNA in urine samples
2628,Malvern,PA,US,46708,11622753,Fully integrated endoscope with biopsy capabilities and methods of use
2629,Hayward,CA,US,202852,11622754,Ingestible device with propulsion and imaging capabilities
2630,Lawrence,MA,US,38266,11622756,End cap assembly for retractor and other medical devices
2631,Warsaw,IN,US,2086,11622757,Surgical adaptor and method
2632,Lawrence,MA,US,38266,11622758,Illuminated dual-blade retractor
2633,Palo Alto,CA,US,103755,11622759,Systems and methods for anchoring an implant
2634,Utica,NY,US,11442,11622762,Implant and suture organization device
2635,Bedford,MA,US,96329,11622764,Surgical handle assembly
2636,Mansfield,MA,US,1305,11622767,Sealed trocar assembly for stapling device
2637,Mansfield,MA,US,1305,11622768,Methods and structure for confirming proper assembly of powered surgical stapling systems
2638,Mansfield,MA,US,1305,11622769,Systems and methods for suture failure detection during surgical stapling
2639,Maple Grove,MN,US,4582,11622770,Detachable implantable devices
2640,Milpitas,CA,US,170901,11622771,Systems and methods for treating aneurysms
2641,Kalamazoo,MI,US,2106,11622772,Vaso-occlusive device delivery system
2642,Kalamazoo,MI,US,8439,11622772,Vaso-occlusive device delivery system
2643,Snellville,GA,US,156114,11622774,Systems and methods for a harness attachment hook
2644,Memphis,TN,US,3323,11622777,Tissue trap for chondral autograft transfer system
2645,Littleton,CO,US,120935,11622778,"Orthopedic drill guide system with lateral edge guidance, and method of surgery for use therewith"
2646,Maple Grove,MN,US,4582,11622779,Photoacoustic pressure wave generation for intravascular calcification disruption
2647,Santa Clara,CA,US,42876,11622780,Low profile electrodes for a shock wave catheter
2648,Mansfield,MA,US,1305,11622782,"Jaw, blade and gap manufacturing for surgical instruments with small jaws"
2649,Rancho Santa Margarita,CA,US,6198,11622783,Single port instruments
2650,Campbell,CA,US,88931,11622784,Arthroscopic devices and methods
2651,Westborough,MA,US,883,11622786,Planar alignment for asymmetric cutting members
2652,Mansfield,MA,US,1305,11622787,"Fluid-driven tissue resecting instruments, systems, and methods"
2653,Mansfield,MA,US,1305,11622789,Surgical systems and methods for controlling an angular position trajectory for tissue shavers and other rotating surgical instruments
2654,Mansfield,MA,US,1305,11622790,Obturators for surgical access assemblies and methods of assembly thereof
2655,Kalamazoo,MI,US,8439,11622793,"Tissue retraction and vertebral displacement devices, systems, and methods for posterior spinal fusion"
2656,Audubon,PA,US,2587,11622794,Screw tower and rod reduction tool
2657,Addison,TX,US,11670,11622795,Modular rod reduction tower and related methods
2658,Del Mar,CA,US,284338,11622796,Implant and method for long bone fixation
2659,Ponte Vedra,FL,US,32668,11622797,Metatarsophalangeal joint preparation and metatarsal realignment for fusion
2660,Raynham,MA,US,1216,11622798,Device and method for normalizing implant strain readings to assess bone healing
2661,Kalamazoo,MI,US,8439,11622799,Femur plate
2662,Weston,FL,US,3761,11622800,Bone plate for attaching to an anatomic structure
2663,Maple Grove,MN,US,4582,11622803,Method and apparatus for rapid and selective tissue ablation with cooling
2664,Mansfield,MA,US,1305,11622804,Forceps with linear trigger mechanism
2665,Irvine,CA,US,728,11622805,Apparatus and method for performing vidian neurectomy procedure
2666,Flagstaff,AZ,US,72368,11622807,Esophageal ablation technology
2667,Westborough,MA,US,883,11622808,Endoscopic laser energy delivery system and methods of use
2668,Warsaw,IN,US,2086,11622809,Surgical implant bending system and method
2669,Fort Lauderdale,FL,US,3761,11622810,View angle-independent visual representation of a cut procedure
2670,Houston,TX,US,29666,11622811,Hip arthroplasty planning and template design
2671,Redwood City,CA,US,19541,11622812,Systems and methods for correction of artificial deformation in anatomic modeling
2672,Arroyo Grande,CA,US,118143,11622813,Intraoperative systems and methods for determining and providing for display a virtual image overlaid onto a visual image of a bone
2673,Memphis,TN,US,3323,11622814,Intraoperative implant augmentation
2674,Mansfield,MA,US,1305,11622815,"Systems and methods for providing proximity awareness to pleural boundaries, vascular structures, and other critical intra-thoracic structures during electromagnetic navigation bronchoscopy"
2675,Salt Lake City,UT,US,27295,11622816,Malposition detection system
2676,Memphis,TN,US,3323,11622817,Easy to manufacture autoclavable LED for optical tracking
2677,Singapore,,SG,34693,11622817,Easy to manufacture autoclavable LED for optical tracking
2678,Zug,,CH,47130,11622817,Easy to manufacture autoclavable LED for optical tracking
2679,Deerfield,IL,US,233245,11622818,Graphical user interface for displaying automatically segmented individual parts of anatomy in a surgical navigation system
2680,Santa Clara,CA,US,11361,11622819,Locally positioned EM tracker
2681,Alpharetta,GA,US,13608,11622820,System and method for an improved graphical user interface that provides independent control of multiple radiofrequency probes during an ablation procedure
2682,Mansfield,MA,US,1305,11622824,Robotic surgical system torque transduction sensing
2683,Melville,NY,US,17086,11622828,Actively controlled steerable medical device with passive bending mode
2684,Union City,CA,US,5656,11622829,Medical table and surgical drape for use in surgical procedures
2685,Shelton,CT,US,67515,11622831,Lighting device for handheld surgical instrument with smoke evacuation system
2686,San Francisco,CA,US,22469,11622832,Projection scanning system
2687,Caledonia,MI,US,7202,11622834,Temporary tooth repair/treatment composition and methods of use thereof
2688,West Jordan,UT,US,42843,11622835,Laser endodontic procedures utilizing alcohol based indocyanine green solutions
2689,San Jose,CA,US,1149,11622836,Aligner stage analysis to obtain mechanical interactions of aligners and teeth for treatment planning
2690,Carlsbad,CA,US,3118,11622837,Self ligating orthodontic bracket
2691,San Francisco,CA,US,2839,11622841,Toothbrush with controlled suction and/or irrigation
2692,Newport Beach,CA,US,5808,11622843,Processing digital dental impression
2693,College Station,TX,US,172480,11622844,"Method, apparatus and kit for artificial insemination of bovine"
2694,South Jordan,UT,US,9118,11622846,Subcutaneous vascular assemblies for improving blood flow and related devices and methods
2695,New Haven,CT,US,69606,11622847,"Composite scaffold for the repair, reconstruction, and regeneration of soft tissues"
2696,Maple Grove,MN,US,4582,11622852,Replacement heart valve implant with inflow stitching
2697,Eagan,MN,US,92670,11622853,Prosthetic heart valves
2698,Louisville,KY,US,388344,11622854,Method for delivery of prosthetic aortic valve
2699,Minneapolis,MN,US,380,11622857,Balloon expandable transcatheter valve deployment devices and methods
2700,Santa Clara,CA,US,11350,11622859,Medical device delivery system with locking system
2701,Irvine,CA,US,5669,11622861,Compressible heart valve annulus sizing templates
2702,Tampa,FL,US,24370,11622863,System and method for modifying talocalcaneal relationship in a foot
2703,Salt Lake City,UT,US,91309,11622864,Expandable intervertebral implant
2704,Belgrade,MT,US,259685,11622865,Expandable bone grafts and methods of manufacture thereof
2705,Carlsbad,CA,US,87478,11622866,Expanding implant with hinged arms
2706,Kalamazoo,MI,US,8439,11622867,Spinal implants
2707,Raynham,MA,US,1216,11622868,Highly lordosed fusion cage
2708,Osprey,FL,US,289900,11622869,Femoral component extractor
2709,Nonatum Mills,DE,US,3571,11622871,Low bleed implantable prosthesis with a taper
2710,Milpitas,CA,US,2890,11622872,Uncaging stent
2711,San Diego,CA,US,160536,11622881,Cooling cap assembly and cooling unit
2712,Midland School,CA,US,75196,11622882,Mobile cold therapy device
2713,Los Angeles,CA,US,319610,11622883,Patient temperature and blood flow management
2714,Irvine,CA,US,3168,11622886,Thermocouple coupled with a piezoelectric crystal for feedback on vibration frequency
2715,Reno,NV,US,63542,11622887,Devices and methods for ocular surgery
2716,Reno,NV,US,63542,11622888,Devices and methods for ocular surgery
2717,Minneapolis,MN,US,519165,11622891,Biodegradable prosthesis
2718,Pittsburgh,PA,US,98745,11622892,Methods of making bioactive collagen wound care dressings
2719,Chapel Hill,NC,US,101253,11622893,Devices for bleeding reduction and methods of making and using the same
2720,Cincinnati,OH,US,78,11622894,Absorbent article having elastic belt
2721,Las Vegas,NV,US,499783,11622896,"System, method and apparatus to prevent and treat a disease by optimization of sleep posture and assisted rollovers"
2722,Kalamazoo,MI,US,2106,11622897,Side rail assembly for a patient support apparatus
2723,Holly Springs,NC,US,396886,11622899,Muscle tension relief device and associated methods
2724,Eden Prairie,MN,US,27762,11622900,Relocation module and methods for surgical equipment
2725,Eden Prairie,MN,US,27762,11622901,Relocation module and methods for surgical equipment
2726,Eden Prairie,MN,US,51674,11622903,Upper torso wearable orthotic device with dynamic leveling system
2727,Emeryville,CA,US,111561,11622904,Human interface device for exoskeleton apparatus
2728,Flagstaff,AZ,US,47446,11622905,Proportional joint-moment control for powered exoskeletons and prostheses
2729,Loveland,CO,US,211345,11622908,Wrap around walking aid
2730,Los Angeles,CA,US,44476,11622909,Massage roller assembly
2731,American Fork,UT,US,80261,11622910,Ball roller assemblies with thermal components
2732,San Diego,CA,US,117811,11622911,Medicine case for improved regimen compliance
2733,Redding,CA,US,88326,11622912,Aseptic filling apparatus and method
2734,San Diego,CA,US,2387,11622913,Vial puck system for automatic drug compounder
2735,Candler,NC,US,375514,11622919,Hydroentangled airlaid web and products obtained therefrom
2736,New York,NY,US,379,11622924,System and method for making an oral care formulation
2737,Cincinnati,OH,US,78,11622925,Dentifrice compositions for treatment of dental biofilm
2738,Cincinnati,OH,US,78,11622926,Oral care compositions for promoting gum health
2739,Las Vegas,NV,US,110271,11622927,Changing eye color by gene transduction
2740,Boston,MA,US,126233,11622929,Long lasting cosmetic compositions
2741,Newport Beach,CA,US,110208,11622931,Deep topical systemic nitric oxide therapy apparatus and method
2742,Newport Beach,CA,US,110208,11622932,Deep topical systemic nitric oxide therapy apparatus and method
2743,Boca Raton,FL,US,982,11622933,Soluble estradiol capsule for vaginal insertion
2744,Bedford,MA,US,207625,11622935,Methods of treating ocular diseases using polyalkylene glycol intracameral implants with polyactide travoprost particles
2745,Marlboro,NJ,US,429326,11622936,Gastrointestinal site-specific oral vaccination formulations active on the ileum and appendix
2746,Bound Brook Junction,NJ,US,125903,11622941,"Muco-adhesive, controlled release formulations of levodopa and/or esters of levodopa and uses thereof"
2747,Columbus,OH,US,1900,11622942,"Benzene-1,3,5-tricarboxamide derived ester lipids and uses thereof"
2748,Hadley,MA,US,179837,11622947,Compositions comprising quillaja extract and methods of preparations and use thereof
2749,New York,NY,US,1089,11622948,Biomarkers for efficacy of prophylactic treatments against stress-induced affective disorders
2750,Menands,NY,US,6962,11622948,Biomarkers for efficacy of prophylactic treatments against stress-induced affective disorders
2751,Framingham,MA,US,24916,11622948,Biomarkers for efficacy of prophylactic treatments against stress-induced affective disorders
2752,Cranbury,NJ,US,27363,11622950,"Therapeutic methods and compositions for treating pancreatic cancer using 6,8-bis-benzylthio-octanoic acid"
2753,Boston,MA,US,14168,11622951,Alpha-aminoadipate for treatment of vision loss and restoring sight
2754,Oakland,CA,US,177,11622954,"Estrogen receptor ligands, compositions and methods related thereto"
2755,New York,NY,US,39716,11622955,Sigma-1 receptor agonist systolic blood pressure therapy
2756,Los Angeles,CA,US,459082,11622956,Compound and method for treating diseases and disorders
2757,Newtown Square,PA,US,539381,11622957,Formulations for treating cluster symptoms associated with autism spectrum disorder
2758,Baltimore,MD,US,3882,11622960,Microtubule polymerization inhibitor prodrugs and methods of using the same
2759,Wilmington,DE,US,246082,11622961,Combination therapies for treating cancer
2760,Philadelphia,PA,US,26693,11622962,Methods of treating Fabry patients having renal impairment
2761,Cincinnati,OH,US,78,11622963,Method of treating a skin condition
2762,New York,NY,US,379888,11622966,Highly potent TACC3 inhibitor as a novel anticancer drug candidate
2763,Wilmington,DE,US,505841,11622966,Highly potent TACC3 inhibitor as a novel anticancer drug candidate
2764,San Mateo,CA,US,95737,11622968,Heterocyclic modulators of lipid synthesis
2765,Little Falls,NJ,US,1643,11622969,Subcutaneously administered anti-IL-6 receptor antibody
2766,Tokyo,,JP,2753,11622969,Subcutaneously administered anti-IL-6 receptor antibody
2767,Wilmington,DE,US,137075,11622970,BCL-2 inhibitors and their use as pharmaceuticals
2768,Shelton,WA,US,55575,11622971,Tryptamine compositions for enhancing neurite outgrowth
2769,Cambridge,MA,US,1750,11622972,Lipid nanoparticle compositions and methods of formulating the same
2770,Pasadena,CA,US,50,11622973,Immunomodulating compounds and related compositions and methods
2771,Boston,MA,US,3452,11622973,Immunomodulating compounds and related compositions and methods
2772,Atlanta,GA,US,36707,11622974,Prebiotic composition and its use
2773,Washington,DC,US,1965,11622975,Compositions and methods for improved honey bee health
2774,McNeil,CA,US,251028,11622979,Bone derived fibers and oxygenated wound treatments
2775,Winston-Salem,NC,US,2266,11622981,Bacterial strain useful for treatment of age-related conditions
2776,Balboa,CA,US,490342,11622982,Methods of diagnosing and treating dry eye syndrome and compositions for treating a human eye
2777,Minneapolis,MN,US,173586,11622985,Vaporized medicants and methods of use
2778,Olathe,KS,US,139266,11622987,"Aqueous extraction process of plants, method thereof, and product by process"
2779,Cambridge,MA,US,10415,11622992,Compositions and methods for treating pulmonary hypertension
2780,Village of La Jolla,CA,US,92306,11622993,Cytokine conjugates for the treatment of autoimmune diseases
2781,Palo Alto,CA,US,957,11622995,Treatment of post-bariatric hypoglycemia with GLP-1 antagonists
2782,Eden Prairie,MN,US,259218,11622997,Topical therapeutic formulations
2783,New York,NY,US,6273,11622999,Compositions and methods comprising lysin PlyCP025 and derivatives thereof
2784,Culver City,CA,US,46783,11623001,Compositions and methods for viral cancer neoepitopes
2785,Boston,MA,US,481957,11623002,ALK polypeptides and methods of use thereof
2786,Pittsburgh,PA,US,1726,11623004,Compositions and methods for vaccination against respiratory syncytial virus infection
2787,Brooklyn,NY,US,83211,11623004,Compositions and methods for vaccination against respiratory syncytial virus infection
2788,Adelaide,,AU,451217,11623004,Compositions and methods for vaccination against respiratory syncytial virus infection
2789,New York,NY,US,186,11623006,Methods and compositions for increasing susceptibility to radiation treatment by inhibiting suppression of numerical chromosomal instability of cancer cells
2790,Hanover,NH,US,4064,11623006,Methods and compositions for increasing susceptibility to radiation treatment by inhibiting suppression of numerical chromosomal instability of cancer cells
2791,Madison,WI,US,284,11623007,Long-lived gadolinium based tumor targeted imaging and therapy agents
2792,Houston,TX,US,4254,11623008,"Excipient compositions for mucoadhesive pharmaceutical compositions including a synergistic combination of amylopectin, pullulan, hyaluronic acid, and xyloglucan"
2793,West Lafayette,IN,US,2192,11623009,Bone fracture repair by targeting of agents that promote bone healing
2794,Salt Lake City,UT,US,10730,11623009,Bone fracture repair by targeting of agents that promote bone healing
2795,Detroit,MI,US,92174,11623015,System and method for safely irradicating pathogens
2796,San Francisco,CA,US,177581,11623016,Scent diffuser
2797,Henderson,NV,US,415345,11623018,Photoactivated semiconductor photocatalytic air purification
2798,Framingham,MA,US,140532,11623019,Compositions comprising silk fibroin particles and uses thereof
2799,Libertyville,IL,US,9286,11623020,Hydrophilic coatings and methods of forming the same
2800,Pittsburgh,PA,US,1726,11623022,Systems and methods for reconstruction of nerve defects
2801,San Diego,CA,US,41074,11623023,PDX1 pancreatic endoderm cells in cell delivery devices and methods thereof
2802,Kalamazoo,MI,US,8439,11623027,Partially resorbable implants and methods
2803,Charlottesville,VA,US,269052,11623029,Sprayable barrier and methods for prevention of postoperative adhesions
2804,Maple Grove,MN,US,4582,11623030,"Methods, compositions and kits for surgical repair"
2805,Temecula,CA,US,323876,11623031,Occlusive chest wound seal with a one-way vent for preventing and treating tension pneumothorax
2806,Waltham,MA,US,20851,11623032,Techniques for determining patient blood characteristics during a dialysis process
2807,Lake Zurich,IL,US,1314,11623034,System and method to lyse and remove red blood cells from a cell product
2808,Santa Clara,UT,US,65606,11623035,Infusion line systems
2809,Minnetonka,MN,US,42757,11623036,Devices and methods for modulating medium delivery
2810,Franklin Lakes,NJ,US,409,11623037,Drug delivery device
2811,Brazil,IN,US,107232,11623038,Infusion and blood collection devices and methods
2812,Franklin Lakes,NJ,US,409,11623040,Sensing catheters
2813,Boston,MA,US,857,11623041,Flow rate measurement and control of infusion devices
2814,San Clemente,CA,US,13748,11623042,Patient care system for critical medications
2815,Mansfield,MA,US,1305,11623044,False alarm control and drug titration control using non-contact patient monitoring
2816,Danbury,CT,US,10417,11623052,Dry powder drug delivery system and methods
2817,Okabena,MN,US,86136,11623058,"Lower jaw thrusting, mandibular protracting, tongue holding, universal oropharyngeal airway device"
2818,Lincoln,MA,US,10429,11623066,Method and apparatus for stimulating neural activity
2819,Mansfield,MA,US,1305,11623067,Catheter
2820,Grand Junction,CO,US,272065,11623070,Augmented delivery catheter and method
2821,Nonatum Mills,DE,US,3571,11623072,Blow molded composite devices and method
2822,Goleta,CA,US,44299,11623073,Cerebrospinal fluid shunt having long term anti-occlusion agent delivery
2823,Moultonborough,NH,US,250471,11623075,Buccal swab delivery system
2824,Lubbock,TX,US,8912,11623076,Tailorable medicinally coated floss for the treatment of gum disease
2825,Rockaway,NJ,US,7861,11623078,Devices and methods for non-invasive vagal nerve stimulation
2826,Rockaway,NJ,US,7861,11623079,Vagal nerve stimulation devices and methods for treating medical conditions
2827,Rockaway,NJ,US,7861,11623080,Vagal nerve stimulation for treating dopamine-related conditions
2828,Woodbury,MN,US,96512,11623081,Resilient body component contact for a subcutaneous device
2829,San Fernando,CA,US,200714,11623082,Flexible circuit peripheral nerve stimulator with low profile hybrid assembly
2830,Longwood,FL,US,95101,11623084,Apparatus and method for treating multiple tumors in patients with metastatic disease by electric fields
